"1 - UInt32","2 - String","3 - String","4 - String","5 - Int32","6 - Int32","7 - Int32","8 - Int32","9 - Int32","10 - Int32","11 - Int32","12 - Int32","13 - Int32","14 - Int32","15 - Int32","16 - Int32","17 - Int32","18 - Int32","19 - Int32","20 - UInt32","21 - UInt32","22 - Int32","23 - Int32","24 - Single","25 - Single","26 - Int32","27 - UInt32","28 - UInt32","29 - Int32","30 - Int32"
"110739","Discharge","Discharge","Shock your enemy with Lightningity for a certain period of time. It has an added effect of neutralizing enemy's magic attack","16","0","0","2302","2","0","0","0","331","0","7","39","1107","150","0","9","0","15","43","0","0","30","3","0","25","0"
"110742","charged blade","charged blade","Hit your enemy with a staff.  It has additional Lightning damage.","122","0","0","2302","2","0","0","0","302","-1","7","42","1107","100","0","11","0","0","0","0","0","100","1","3","5","0"
"110743","specter of thunder","specter of thunder","","16","0","0","2302","2","0","0","0","313","0","7","43","1107","75","0","9","0","10","0","0","0","100","3","0","5","0"
"110745","Thundercloud","Thundercloud","Retrieve a thundercloud","16","0","0","2302","2","0","0","0","2913","255","10","45","1107","200","0","9","0","15","153","0","0","30","3","0","25","0"
"110748","Immunity lightning","Immunity lightning","Increase resistance to Lightningty by 80","16","0","0","2702","-1","0","0","0","701","-1","2","48","1107","80","0","9","0","15","0","0","0","30","4","0","25","0"
"110751","Static orb","Static orb","Launch a charged Lightning ball","16","0","0","2303","0","0","0","392","313","0","7","51","1107","160","0","9","0","15","53","0","0","30","3","0","25","0"
"110754","Static Thorn","Static Thorn","Inflict Lightning damage and absorb their HP.  Absorbing HP is allowed on other players only. ","16","3","0","2303","0","0","0","392","313","0","7","54","1107","220","0","9","379069000","15","60","0","0","30","3","0","25","0"
"110756","Manes of thunder","Manes of thunder","","16","0","0","2302","2","0","0","0","313","0","7","56","1107","95","0","9","0","10","0","0","0","100","3","0","5","0"
"110757","Thunder Impact","Thunder Impact","Inflict powerful Lightning damage with continuous damage which lasts temporarily.","16","0","0","2303","0","0","0","392","313","0","7","57","1107","220","0","9","379070000","15","203","0","0","30","3","0","25","0"
"110760","Static nova","Static nova","Great Lightning explosion","16","0","0","2303","0","0","0","0","2903","255","10","60","1107","400","0","9","0","15","153","0","0","30","3","0","25","0"
"110770","Stun Cloud","Stun Cloud","Retrieves a electrically charged meteor and drop it on an enemy. ","16","0","0","2303","0","0","0","0","302","-1","7","70","1107","390","0","9","0","11","213","0","0","30","3","0","20","53"
"110771","Chain lightning","Chain lightning","Retrieve electrically charged meteors to attack enemies standing within a certain area. ","16","0","0","2303","0","0","0","0","2903","255","10","70","1107","600","0","9","0","13","183","0","0","30","3","0","20","53"
"110800","Bright Dew","Bright Dew","[Passive]Increase your MP recovery speed by 20% when your MP is down to 30% or below.","16","0","0","2601","12","0","0","0","10121","0","1","0","1108","0","0","0","0","0","0","0","0","100","0","0","0","0"
"110802","Absolute power","Absolute power","Temporarily increase your magic attack power by 30%. ","18","3","0","10122","-1","0","0","0","10123","-1","1","2","1108","240","0","9","379065000","0","600","0","0","100","4","0","25","0"
"110805","absoluteness","absoluteness","[Passive]Decreases all damages received by 10%","16","0","0","2601","12","0","0","0","0","0","1","5","1108","0","0","9","0","0","0","0","0","100","0","0","0","0"
"110810","matchless","matchless","[Passive]Decreases all damages received by 15%","16","0","0","2601","12","0","0","0","0","0","1","10","1108","0","0","9","0","0","0","0","0","100","0","0","0","0"
"111001","Tiny healing","Tiny healing","Heal 15 HP","17","0","0","2601","7012","0","0","0","601","-1","2","1","1110","5","0","9","0","19","0","0","0","80","3","0","25","0"
"111002","Light strike","Light strike","Light magic attack","16","0","0","3101","12","0","0","0","1101","0","7","2","1110","5","0","9","0","15","54","0","0","50","3","0","25","0"
"111004","Strength","Strength","Increase strength by 15","18","0","0","2601","7012","0","0","0","601","-1","2","4","1110","10","0","9","0","15","0","0","0","50","4","0","25","0"
"111005","Light healing","Light healing","Heal 30 HP","17","0","0","2601","7012","0","0","0","601","-1","2","5","1110","10","0","9","0","19","0","0","0","80","3","0","25","0"
"111006","Resist poison","Resist poison","Increase resistance to poison by 20","18","0","0","2701","-1","0","0","0","701","-1","2","6","1110","10","0","9","0","15","0","0","0","50","4","0","25","0"
"111007","Brightness","Brightness","Light magic attack","16","0","0","3101","12","0","0","0","1101","0","7","7","1110","10","0","9","0","15","54","0","0","50","3","0","25","0"
"111008","Tiny restore","Tiny restore","Heal 50 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","8","1110","15","0","9","0","15","0","0","0","80","3","0","25","0"
"111500","minor healing","minor healing","Heal 60 HP","17","0","0","2601","7012","0","0","0","601","-1","2","0","1115","10","0","9","0","15","0","0","0","80","3","0","25","0"
"111503","Light restore","Light restore","Heal 100 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","3","1115","25","0","9","0","15","0","0","0","80","3","0","25","0"
"111509","healing","healing","Heal 120 HP","17","0","0","2601","7012","0","0","0","601","-1","2","9","1115","20","0","9","0","15","0","0","0","80","3","0","25","0"
"111511","collision","collision","A fail-safe attack that inflicts 120% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","12","1115","30","0","0","0","0","1","0","0","100","1","0","0","0"
"111512","Restore","Restore","Heal 200 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","12","1115","30","0","9","0","15","0","0","0","80","3","0","25","0"
"111518","major healing","major healing","Heal 240 HP","17","0","0","2601","7012","0","0","0","601","-1","2","18","1115","40","0","9","0","15","0","0","0","80","3","0","25","0"
"111520","shuddering","shuddering","A fail-safe attack that inflicts 150% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","21","1115","40","0","0","0","0","2","0","0","100","1","0","0","0"
"111521","Major restore","Major restore","Heal 400 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","21","1115","100","0","9","0","15","0","0","0","80","3","0","25","0"
"111525","Cure curse","Cure curse","Recovers lost skill points","18","0","0","2701","-1","0","0","0","702","-1","2","25","1115","60","0","9","0","15","15","0","0","100","5","0","25","0"
"111527","Great healing","Great healing","Heal 480 HP","17","0","0","2601","7012","0","0","0","601","-1","2","27","1115","80","0","9","0","15","0","0","0","80","3","0","25","0"
"111529","blasting","blasting","Increase strength by 30. ","18","0","0","2701","-1","0","0","0","701","-1","1","30","1115","80","0","9","0","0","10","0","0","100","4","0","0","0"
"111530","Great restore","Great restore","Heal 800 HP for 20 seconds","17","0","0","2602","1","0","0","0","602","15","2","30","1115","200","0","9","0","15","0","0","0","80","3","0","25","0"
"111535","Cure disease","Cure disease","Neutralizes magics that decrease your HP","18","0","0","2701","-1","0","0","0","702","-1","2","35","1115","120","0","9","0","15","15","0","0","100","5","0","25","0"
"111536","Massive healing","Massive healing","Heal 960 HP","17","0","0","2602","1","0","0","0","602","15","2","36","1115","160","0","9","0","15","0","0","0","80","3","0","25","0"
"111539","Massive restore","Massive restore","Heal 1500 HP for 20 seconds","17","0","0","2602","1","0","0","0","602","15","2","39","1115","375","0","9","0","15","0","0","0","80","3","0","25","0"
"111542","ruin","ruin","A fail-safe attack that inflicts 150% damage and 100 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","42","1115","100","0","0","0","0","20","0","0","100","1","0","0","0"
"111545","Superior healing","Superior healing","Heal 1920 HP","17","0","0","2603","0","0","0","0","603","0","2","45","1115","320","0","9","0","15","0","0","0","80","3","0","25","0"
"111548","Superior restore","Superior restore","Heal 2500 HP for 20 seconds","17","0","0","2603","0","0","0","0","603","0","2","48","1115","625","0","9","0","15","0","0","0","80","3","0","25","0"
"111551","Hellish","Hellish","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","51","1115","120","0","0","0","0","30","0","0","100","1","0","0","0"
"111554","Complete healing","Complete healing","Heal all the members of your party","17","0","0","2603","0","0","0","0","603","0","2","54","1115","960","0","9","0","15","54","0","0","80","3","0","25","0"
"111557","Group massive healing","Group massive healing","Heal all the members of your party with 960 HP","17","0","0","2603","0","0","0","0","603","0","6","57","1115","960","0","9","0","15","54","0","0","80","3","0","25","0"
"111560","Group complete healing","Group complete healing","Completely heal all the members of your party","17","0","0","2603","0","0","0","0","603","0","6","60","1115","1920","0","9","0","15","64","0","0","80","3","0","25","0"
"111603","Insensibility Skin","Insensibility Skin","Increase AC by 20","18","0","0","2701","-1","0","0","0","701","-1","2","3","1116","10","0","9","0","15","0","0","0","50","4","0","25","0"
"111606","Grace","Grace","Increase the max HP limit by 60","18","0","0","2701","-1","0","0","0","701","-1","4","6","1116","15","0","9","0","15","0","0","0","50","4","0","25","0"
"111609","Resist all","Resist all","Increase magic, curse, and poison resistance by 20","18","0","0","2701","-1","0","0","0","701","-1","2","9","1116","15","0","9","0","15","0","0","0","50","4","0","25","0"
"111611","Wrath","Wrath","A fail-safe attack that inflicts 120% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","12","1116","30","0","0","0","0","1","0","0","100","1","0","0","0"
"111612","Insensibility shell","Insensibility shell","Increase AC by 40","18","0","0","2701","-1","0","0","0","701","-1","2","12","1116","20","0","9","0","15","0","0","0","50","4","0","25","0"
"111615","Brave","Brave","Increase the max HP limit by 120","18","0","0","2701","-1","0","0","0","701","-1","4","15","1116","30","0","9","0","15","0","0","0","50","4","0","25","0"
"111620","wield","wield","A fail-safe attack that inflicts 150% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","21","1116","40","0","0","0","0","2","0","0","100","1","0","0","0"
"111621","Insensibility armor","Insensibility armor","Increase AC by 80","18","0","0","2701","-1","0","0","0","701","-1","2","21","1116","40","0","9","0","15","0","0","0","50","4","0","25","0"
"111624","Strong","Strong","Increase the max HP limit by 240","18","0","0","2701","-1","0","0","0","701","-1","4","24","1116","60","0","9","0","15","0","0","0","50","4","0","25","0"
"111627","Bright mind","Bright mind","Increase magic, curse, and poison resistance by 40","18","0","0","2701","-1","0","0","0","701","-1","2","27","1116","30","0","9","0","15","0","0","0","50","4","0","25","0"
"111629","wildness","wildness","Increase strength by 30. ","18","0","0","2701","-1","0","0","0","701","-1","1","30","1116","80","0","9","0","0","10","0","0","100","4","0","0","0"
"111630","Insensibility shield","Insensibility shield","Increase AC by 120","18","0","0","2702","-1","0","0","0","702","-1","2","30","1116","80","0","9","0","15","0","0","0","50","4","0","25","0"
"111633","Hardness","Hardness","Increase the max HP limit by 480","18","0","0","2702","-1","0","0","0","702","-1","4","33","1116","120","0","9","0","15","0","0","0","50","4","0","25","0"
"111636","Calm mind","Calm mind","Increase magic, curse, and poison resistance by 60","18","0","0","2702","-1","0","0","0","702","-1","2","36","1116","45","0","9","0","15","0","0","0","50","4","0","25","0"
"111639","Insensibility barrier","Insensibility barrier","Increase AC by 160","18","0","0","2702","-1","0","0","0","702","-1","2","39","1116","80","0","9","0","15","0","0","0","50","4","0","25","0"
"111641","Harsh","Harsh","A fail-safe attack that inflicts 150% damage and 100 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","42","1116","100","0","0","0","0","20","0","0","100","1","0","0","0"
"111642","Mightness","Mightness","Increase the max HP limit by 960","18","0","0","2703","0","0","0","0","703","-1","4","42","1116","240","0","9","0","15","0","0","0","50","4","0","25","0"
"111645","Fresh mind","Fresh mind","Increase magic, curse, and poison resistance by 80","18","0","0","2703","0","0","0","0","703","-1","2","45","1116","60","0","9","0","15","0","0","0","50","4","0","25","0"
"111650","collapse","collapse","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","51","1116","120","0","0","0","0","30","0","0","100","1","0","0","0"
"111651","Insensibility protector","Insensibility protector","Increase AC by 200","18","0","0","2703","0","0","0","0","703","-1","2","51","1116","100","0","9","0","15","0","0","0","50","4","0","25","0"
"111654","Undying","Undying","Increase the max HP limit of the party member by 60%","18","0","0","2703","0","0","0","0","703","-1","4","54","1116","240","0","9","0","15","0","0","0","50","4","0","25","0"
"111655","Heapness","Heapness","Increase the max HP limit of the party member by 1200","18","0","0","2703","0","0","0","0","703","-1","4","54","1116","300","0","9","0","15","0","0","0","50","4","0","25","0"
"111656","Greatness","Greatness","Increase the max HP limit of all the party member by 1200","18","0","0","2703","0","0","0","0","703","-1","6","57","1116","570","0","9","0","15","0","0","0","50","4","0","45","0"
"111657","massiveness","massiveness","Increase the max HP limit of the party member by 1500","18","0","0","2703","0","0","0","0","703","-1","4","57","1116","360","0","9","0","15","0","0","0","50","4","0","25","0"
"111660","Insensibility peel","Insensibility peel","Increase the AC by 300","18","0","0","2703","0","0","0","0","703","-1","2","60","1116","150","0","9","0","15","0","0","0","50","4","0","25","0"
"111700","Gate","Gate","Teleport to your chosen resurrection spot","19","0","0","2401","2","0","0","0","401","-1","1","0","1117","20","0","9","0","15","74","0","0","50","8","0","25","0"
"111703","Malice","Malice","Decrease your enemy's defense ability by 20%","18","0","0","2702","-1","0","0","0","801","0","7","3","1117","40","0","9","0","15","74","0","0","50","4","0","25","0"
"111709","Clear mana","Clear mana","Decrease 480 of your enemy's Mana","18","0","0","3101","12","0","0","0","1101","0","7","9","1117","80","0","9","0","15","74","0","0","50","3","0","25","0"
"111712","tilt","tilt","A fail-safe attack that inflicts 120% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","12","1117","30","0","0","0","0","1","0","0","100","1","0","0","0"
"111715","Confusion","Confusion","Decrease 30 of your enemy's magic power","18","0","0","2702","-1","0","0","0","801","0","7","15","1117","80","0","9","0","15","74","0","0","50","4","0","25","0"
"111721","Bloody","Bloody","A fail-safe attack that inflicts 150% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","21","1117","40","0","0","0","0","2","0","0","100","1","0","0","0"
"111724","Slow","Slow","Decrease your enemy's attack speed by 20%","18","0","0","2702","-1","0","0","0","801","0","7","24","1117","120","0","9","0","15","74","0","0","50","4","0","25","0"
"111727","Reverse life","Reverse life","Neutralizes enemy's HP bonus","18","0","0","2702","-1","0","0","0","801","0","7","27","1117","50","0","9","0","15","94","0","0","50","4","0","25","0"
"111729","eruption","eruption","Increase strength by 30. ","18","0","0","2701","-1","0","0","0","701","-1","1","30","1117","80","0","9","0","0","10","0","0","100","4","0","0","0"
"111730","Sleep Wing","Sleep Wing","Puts a monster to sleep for 20 seconds","18","0","0","2702","-1","0","0","0","801","0","7","30","1117","120","0","9","0","15","74","0","0","50","7","0","25","0"
"111733","Resurrection of love","Resurrection of love","Resurrect losing 40% of the original experience lose","18","0","0","2602","-1","0","0","0","702","-1","25","33","1117","400","0","9","379006000","15","250","0","0","50","5","0","5","0"
"111736","Sweep mana","Sweep mana","Decrease 960 of your enemy's Mana","18","0","0","3101","12","0","0","0","1101","0","7","36","1117","160","0","9","0","15","74","0","0","50","3","0","25","0"
"111739","raving edge","raving edge","A fail-safe attack that inflicts 150% damage and 100 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","39","1117","100","0","0","0","0","20","0","0","100","1","0","0","0"
"111742","Resurrection of grace","Resurrection of grace","Resurrect losing 30% of the original experience lose","18","0","0","2602","-1","0","0","0","702","-1","25","42","1117","600","0","9","379006000","15","250","0","0","50","5","0","5","0"
"111745","Parasite","Parasite","Decrease your enemy's max HP by 20%","18","0","0","2702","-1","0","0","0","801","0","7","45","1117","100","0","9","0","15","74","0","0","50","4","0","25","0"
"111750","Hades","Hades","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","51","1117","120","0","0","0","0","30","0","0","100","1","0","0","0"
"111751","sleep Carpet","sleep Carpet","Puts all the monsters around you to sleep for 20 seconds","18","0","0","2702","-1","0","0","0","801","0","10","51","1117","240","0","9","0","15","94","0","0","50","7","0","25","0"
"111754","Resurrection of favors","Resurrection of favors","Resurrect losing 20% of the original experience lose","18","0","0","2602","-1","0","0","0","702","-1","25","54","1117","800","0","9","379006000","15","250","0","0","50","5","0","5","0"
"111757","Torment","Torment","Decrease your enemy's defense ability by 50%","18","0","0","2702","-1","0","0","0","801","0","10","57","1117","150","0","9","0","15","94","0","0","50","4","0","25","0"
"111760","Massive","Massive","Decrease your enemy's attack power by 20%","18","0","0","2702","-1","0","0","0","801","0","7","60","1117","180","0","9","0","15","104","0","0","50","4","0","25","0"
"112001","Tiny healing","Tiny healing","Heal 15 HP","17","0","0","2601","7012","0","0","0","601","-1","2","1","1120","5","0","9","0","19","0","0","0","80","3","0","25","0"
"112002","Light strike","Light strike","Light magic attack","16","0","0","3101","12","0","0","0","1101","0","7","2","1120","5","0","9","0","15","54","0","0","50","3","0","25","0"
"112004","Strength","Strength","Increase strength by 15","18","0","0","2601","7012","0","0","0","601","-1","2","4","1120","10","0","9","0","15","0","0","0","50","4","0","25","0"
"112005","Light healing","Light healing","Heal 30 HP","17","0","0","2601","7012","0","0","0","601","-1","2","5","1120","10","0","9","0","19","0","0","0","80","3","0","25","0"
"112006","Resist poison","Resist poison","Increase resistance to poison by 20","18","0","0","2701","-1","0","0","0","701","-1","2","6","1120","10","0","9","0","15","0","0","0","50","4","0","25","0"
"112007","Brightness","Brightness","Light magic attack","16","0","0","3101","12","0","0","0","1101","0","7","7","1120","10","0","9","0","15","54","0","0","50","3","0","25","0"
"112008","Tiny restore","Tiny restore","Heal 50 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","8","1120","15","0","9","0","15","0","0","0","80","3","0","25","0"
"112500","minor healing","minor healing","Heal 60 HP","17","0","0","2601","7012","0","0","0","601","-1","2","0","1125","10","0","9","0","15","0","0","0","80","3","0","25","0"
"112503","Light restore","Light restore","Heal 100 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","3","1125","25","0","9","0","15","0","0","0","80","3","0","25","0"
"112509","healing","healing","Heal 120 HP","17","0","0","2601","7012","0","0","0","601","-1","2","9","1125","20","0","9","0","15","0","0","0","80","3","0","25","0"
"112511","collision","collision","A fail-safe attack that inflicts 120% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","12","1125","30","0","0","0","0","1","0","0","100","1","0","0","0"
"112512","Restore","Restore","Heal 200 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","12","1125","30","0","9","0","15","0","0","0","80","3","0","25","0"
"112518","major healing","major healing","Heal 240 HP","17","0","0","2601","7012","0","0","0","601","-1","2","18","1125","40","0","9","0","15","0","0","0","80","3","0","25","0"
"112520","shuddering","shuddering","A fail-safe attack that inflicts 150% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","21","1125","40","0","0","0","0","2","0","0","100","1","0","0","0"
"112521","Major restore","Major restore","Heal 400 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","21","1125","100","0","9","0","15","0","0","0","80","3","0","25","0"
"112525","Cure curse","Cure curse","Recovers lost skill points","18","0","0","2701","-1","0","0","0","702","-1","2","25","1125","60","0","9","0","15","15","0","0","100","5","0","25","0"
"112527","Great healing","Great healing","Heal 480 HP","17","0","0","2601","7012","0","0","0","601","-1","2","27","1125","80","0","9","0","15","0","0","0","80","3","0","25","0"
"112529","blasting","blasting","Increase strength by 30. ","18","0","0","2701","-1","0","0","0","701","-1","1","30","1125","80","0","9","0","0","10","0","0","100","4","0","0","0"
"112530","Great restore","Great restore","Heal 800 HP for 20 seconds","17","0","0","2602","1","0","0","0","602","15","2","30","1125","200","0","9","0","15","0","0","0","80","3","0","25","0"
"112535","Cure disease","Cure disease","Neutralizes magics that decrease your HP","18","0","0","2701","-1","0","0","0","702","-1","2","35","1125","120","0","9","0","15","15","0","0","100","5","0","25","0"
"112536","Massive healing","Massive healing","Heal 960 HP","17","0","0","2602","1","0","0","0","602","15","2","36","1125","160","0","9","0","15","0","0","0","80","3","0","25","0"
"112539","Massive restore","Massive restore","Heal 1500 HP for 20 seconds","17","0","0","2602","1","0","0","0","602","15","2","39","1125","375","0","9","0","15","0","0","0","80","3","0","25","0"
"112542","ruin","ruin","A fail-safe attack that inflicts 150% damage and 100 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","42","1125","100","0","0","0","0","20","0","0","100","1","0","0","0"
"112545","Superior healing","Superior healing","Heal 1920 HP","17","0","0","2603","0","0","0","0","603","0","2","45","1125","320","0","9","0","15","0","0","0","80","3","0","25","0"
"112548","Superior restore","Superior restore","Heal 2500 HP for 20 seconds","17","0","0","2603","0","0","0","0","603","0","2","48","1125","625","0","9","0","15","0","0","0","80","3","0","25","0"
"112551","Hellish","Hellish","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","51","1125","120","0","0","0","0","30","0","0","100","1","0","0","0"
"112554","Complete healing","Complete healing","Heal all the members of your party","17","0","0","2603","0","0","0","0","603","0","2","54","1125","960","0","9","0","15","54","0","0","80","3","0","25","0"
"112557","Group massive healing","Group massive healing","Heal all the members of your party with 960 HP","17","0","0","2603","0","0","0","0","603","0","6","57","1125","960","0","9","0","15","54","0","0","80","3","0","25","0"
"112560","Group complete healing","Group complete healing","Completely heal all the members of your party","17","0","0","2603","0","0","0","0","603","0","6","60","1125","1920","0","9","0","15","64","0","0","80","3","0","25","0"
"112570","critical restore","critical restore","Heals 3000HP for 20 seconds for party members that are standing within a certain distance. ","17","0","0","2603","0","0","0","0","603","0","6","70","1125","1000","0","9","0","15","0","0","0","70","3","0","25","54"
"112603","Insensibility Skin","Insensibility Skin","Increase AC by 20","18","0","0","2701","-1","0","0","0","701","-1","2","3","1126","10","0","9","0","15","0","0","0","50","4","0","25","0"
"112606","Grace","Grace","Increase the max HP limit by 60","18","0","0","2701","-1","0","0","0","701","-1","4","6","1126","15","0","9","0","15","0","0","0","50","4","0","25","0"
"112609","Resist all","Resist all","Increase magic, curse, and poison resistance by 20","18","0","0","2701","-1","0","0","0","701","-1","2","9","1126","15","0","9","0","15","0","0","0","50","4","0","25","0"
"112611","Wrath","Wrath","A fail-safe attack that inflicts 120% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","12","1126","30","0","0","0","0","1","0","0","100","1","0","0","0"
"112612","Insensibility shell","Insensibility shell","Increase AC by 40","18","0","0","2701","-1","0","0","0","701","-1","2","12","1126","20","0","9","0","15","0","0","0","50","4","0","25","0"
"112615","Brave","Brave","Increase the max HP limit by 120","18","0","0","2701","-1","0","0","0","701","-1","4","15","1126","30","0","9","0","15","0","0","0","50","4","0","25","0"
"112620","wield","wield","A fail-safe attack that inflicts 150% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","21","1126","40","0","0","0","0","2","0","0","100","1","0","0","0"
"112621","Insensibility armor","Insensibility armor","Increase AC by 80","18","0","0","2701","-1","0","0","0","701","-1","2","21","1126","40","0","9","0","15","0","0","0","50","4","0","25","0"
"112624","Strong","Strong","Increase the max HP limit by 240","18","0","0","2701","-1","0","0","0","701","-1","4","24","1126","60","0","9","0","15","0","0","0","50","4","0","25","0"
"112627","Bright mind","Bright mind","Increase magic, curse, and poison resistance by 40","18","0","0","2701","-1","0","0","0","701","-1","2","27","1126","30","0","9","0","15","0","0","0","50","4","0","25","0"
"112629","wildness","wildness","Increase strength by 30. ","18","0","0","2701","-1","0","0","0","701","-1","1","30","1126","80","0","9","0","0","10","0","0","100","4","0","0","0"
"112630","Insensibility shield","Insensibility shield","Increase AC by 120","18","0","0","2702","-1","0","0","0","702","-1","2","30","1126","80","0","9","0","15","0","0","0","50","4","0","25","0"
"112633","Hardness","Hardness","Increase the max HP limit by 480","18","0","0","2702","-1","0","0","0","702","-1","4","33","1126","120","0","9","0","15","0","0","0","50","4","0","25","0"
"112636","Calm mind","Calm mind","Increase magic, curse, and poison resistance by 60","18","0","0","2702","-1","0","0","0","702","-1","2","36","1126","45","0","9","0","15","0","0","0","50","4","0","25","0"
"112639","Insensibility barrier","Insensibility barrier","Increase AC by 160","18","0","0","2702","-1","0","0","0","702","-1","2","39","1126","80","0","9","0","15","0","0","0","50","4","0","25","0"
"112641","Harsh","Harsh","A fail-safe attack that inflicts 150% damage and 100 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","42","1126","100","0","0","0","0","20","0","0","100","1","0","0","0"
"112642","Mightness","Mightness","Increase the max HP limit by 960","18","0","0","2703","0","0","0","0","703","-1","4","42","1126","240","0","9","0","15","0","0","0","50","4","0","25","0"
"112645","Fresh mind","Fresh mind","Increase magic, curse, and poison resistance by 80","18","0","0","2703","0","0","0","0","703","-1","2","45","1126","60","0","9","0","15","0","0","0","50","4","0","25","0"
"112650","collapse","collapse","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","51","1126","120","0","0","0","0","30","0","0","100","1","0","0","0"
"112651","Insensibility protector","Insensibility protector","Increase AC by 200","18","0","0","2703","0","0","0","0","703","-1","2","51","1126","100","0","9","0","15","0","0","0","50","4","0","25","0"
"112654","Undying","Undying","Increase the max HP limit of the party member by 60%","18","0","0","2703","0","0","0","0","703","-1","4","54","1126","240","0","9","0","15","0","0","0","50","4","0","25","0"
"112655","Heapness","Heapness","Increase the max HP limit of the party member by 1200","18","0","0","2703","0","0","0","0","703","-1","4","54","1126","300","0","9","0","15","0","0","0","50","4","0","25","0"
"112656","Greatness","Greatness","Increase the max HP limit of all the party member by 1200","18","0","0","2703","0","0","0","0","703","-1","6","57","1126","570","0","9","0","15","0","0","0","50","4","0","45","0"
"112657","massiveness","massiveness","Increase the max HP limit of the party member by 1500","18","0","0","2703","0","0","0","0","703","-1","4","57","1126","360","0","9","0","15","0","0","0","50","4","0","25","0"
"112660","Insensibility peel","Insensibility peel","Increase the AC by 300","18","0","0","2703","0","0","0","0","703","-1","2","60","1126","150","0","9","0","15","0","0","0","50","4","0","25","0"
"112670","imposingness","imposingness","Increase the max HP limit of the party member by 2000","18","0","0","2703","0","0","0","0","703","-1","4","70","1126","460","0","9","0","15","0","0","0","47","4","0","25","54"
"112671","bless of God","bless of God","Recovers user ability that was lost for all the party members.","18","0","0","2701","-1","0","0","0","702","-1","6","70","1126","230","0","9","0","15","0","0","0","70","5","0","20","54"
"112700","Gate","Gate","Teleport to your chosen resurrection spot","19","0","0","2401","2","0","0","0","401","-1","1","0","1127","20","0","9","0","15","74","0","0","50","8","0","25","0"
"112703","Malice","Malice","Decrease your enemy's defense ability by 20%","18","0","0","2702","-1","0","0","0","801","0","7","3","1127","40","0","9","0","15","74","0","0","50","4","0","25","0"
"112709","Clear mana","Clear mana","Decrease 480 of your enemy's Mana","18","0","0","3101","12","0","0","0","1101","0","7","9","1127","80","0","9","0","15","74","0","0","50","3","0","25","0"
"112712","tilt","tilt","A fail-safe attack that inflicts 120% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","12","1127","30","0","0","0","0","1","0","0","100","1","0","0","0"
"112715","Confusion","Confusion","Decrease 30 of your enemy's magic power","18","0","0","2702","-1","0","0","0","801","0","7","15","1127","80","0","9","0","15","74","0","0","50","4","0","25","0"
"112721","Bloody","Bloody","A fail-safe attack that inflicts 150% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","21","1127","40","0","0","0","0","2","0","0","100","1","0","0","0"
"112724","Slow","Slow","Decrease your enemy's attack speed by 20%","18","0","0","2702","-1","0","0","0","801","0","7","24","1127","120","0","9","0","15","74","0","0","50","4","0","25","0"
"112727","Reverse life","Reverse life","Neutralizes enemy's HP bonus","18","0","0","2702","-1","0","0","0","801","0","7","27","1127","50","0","9","0","15","94","0","0","50","4","0","25","0"
"112729","eruption","eruption","Increase strength by 30. ","18","0","0","2701","-1","0","0","0","701","-1","1","30","1127","80","0","9","0","0","10","0","0","100","4","0","0","0"
"112730","Sleep Wing","Sleep Wing","Puts a monster to sleep for 20 seconds","18","0","0","2702","-1","0","0","0","801","0","7","30","1127","120","0","0","0","15","74","0","0","50","7","0","25","0"
