"1 - UInt32","2 - Byte","3 - String","4 - String","5 - UInt32","6 - Byte","7 - UInt32","8 - UInt32","9 - UInt32","10 - UInt32","11 - Byte","12 - Byte","13 - Byte","14 - Byte","15 - Byte","16 - Int16","17 - Int16","18 - Int16","19 - Int16","20 - Int16","21 - Int32","22 - Int32","23 - Int16","24 - Byte","25 - UInt32","26 - UInt32","27 - SByte","28 - SByte","29 - Byte","30 - Byte","31 - Byte","32 - Byte","33 - Byte","34 - Byte","35 - Byte","36 - Byte","37 - Byte"
"170410000","12","Large Kite Shield","","0","0","17051000","17051000","0","0","60","0","2","0","0","0","100","20","150","8000","34230","0","118","0","0","0","28","99","0","0","100","0","0","0","0","201","2"
"170450000","12","Round Kite Shield","","0","0","17061000","17061000","0","0","60","0","2","0","0","0","100","20","150","8000","34230","0","118","0","0","0","28","99","0","0","100","0","0","0","0","101","2"
"171510000","12","Plate Shield","","0","0","17111000","17111000","0","0","60","0","2","0","0","0","100","20","200","9000","84974","0","144","0","0","0","36","99","0","0","114","0","0","0","0","201","2"
"171550000","12","Hoplon","","0","0","17121000","17121000","0","0","60","0","2","0","0","0","100","20","200","9000","84974","0","144","0","0","0","36","99","0","0","114","0","0","0","0","101","2"
"179101000","23","Defender of the Lord","Shield of Zignon. Said to have embedded magical powers. ","0","0","17153000","17153000","0","0","60","0","2","0","0","0","100","20","250","10000","84974","0","185","0","0","0","40","99","0","0","90","0","0","0","0","0","0"
"180010000","22","Wooden Staff","Basic Magician Item","0","0","18011000","18011000","330","341","110","0","3","0","0","6","200","10","30","5000","50","0","0","0","0","0","1","99","0","0","0","0","0","0","0","0","0"
"180050000","22","Wooden Staff","Basic Magician Item","0","0","18021000","18021000","330","341","110","0","3","0","0","6","200","10","30","5000","50","0","0","0","0","0","1","99","0","0","0","0","0","0","0","0","0"
"180110000","10","Wood Staff","","0","0","18011000","18011000","330","341","110","0","3","0","0","14","200","10","30","5000","568","0","0","0","0","0","8","99","0","0","0","0","0","46","48","201","1"
"180150000","10","Orc Staff","","0","0","18021000","18021000","330","341","110","0","3","0","0","14","200","10","30","5000","568","0","0","0","0","0","8","99","0","0","0","0","0","46","48","101","1"
"180310000","10","Wizard Staff","","0","0","18031000","18031000","330","341","110","0","3","0","0","23","200","10","30","5000","3534","0","0","0","0","0","15","99","0","0","0","0","0","60","55","201","1"
"180350000","10","Red Eye Staff","","0","0","18041000","18041000","330","341","110","0","3","0","0","23","200","10","30","5000","3534","0","0","0","0","0","15","99","0","0","0","0","0","60","55","101","1"
"180510000","10","Mythril Staff","","0","0","18051000","18051000","330","341","110","0","3","0","0","40","200","10","30","5000","32917","0","0","0","0","0","28","99","0","0","0","0","0","86","68","201","1"
"180550000","10","Bone Staff","","0","0","18061000","18061000","330","341","110","0","3","0","0","40","200","10","30","5000","32917","0","0","0","0","0","28","99","0","0","0","0","0","86","68","101","1"
"180610000","10","Mage Staff","","0","0","18011000","18011000","330","341","110","0","3","0","0","45","200","10","30","5000","67348","0","0","0","0","0","34","99","0","0","0","0","0","98","74","201","1"
"180710000","10","Alchemy Staff","","0","0","18031000","18031000","330","341","110","0","3","0","0","53","200","10","30","5000","123471","0","0","0","0","0","40","99","0","0","0","0","0","110","80","201","1"
"180810000","10","Elemental Staff","","0","0","18051000","18051000","330","341","110","0","3","0","0","61","200","10","30","5000","209190","0","0","0","0","0","46","99","0","0","0","0","0","122","86","0","2"
"180910000","10","Viper Staff","","0","0","18011000","18011000","330","341","110","0","3","0","0","69","200","10","30","5000","333980","0","0","0","0","0","52","99","0","0","0","0","0","134","92","0","2"
"181010000","10","Salamander Staff","","0","0","18031000","18031000","330","341","110","0","3","0","0","77","200","10","30","5000","509051","0","0","0","0","0","58","99","0","0","0","0","0","146","98","0","3"
"181110000","10","Elixir Staff","","0","0","18111000","18111000","330","341","110","0","3","0","0","85","200","10","30","5000","747517","0","0","0","0","40000000","64","99","0","0","0","0","0","158","104","0","3"
"181480000","22","Training Staff","Staff for training magicians","0","0","18011000","18011000","330","341","110","0","3","0","3","52","200","10","30","5000","50","0","0","0","0","0","15","99","0","0","0","0","0","0","0","0","0"
"181510000","22","Decayed Bone staff","","0","0","18071000","18071000","0","0","41","0","0","0","0","12","110","8","10","5000","40000","0","0","0","0","0","25","99","0","0","0","0","0","150","0","0","0"
"182110000","22","Deruvish cane","Deruvish cane","0","0","18211000","18011000","102","341","110","0","3","0","0","85","200","10","30","5000","747517","0","0","0","0","0","64","99","0","0","0","0","0","178","114","0","0"
"189101000","23","Wreath of Erenion","Contains strong flame power. ","0","0","18031000","18031000","330","341","110","0","3","0","0","65","200","10","40","5000","444495","0","0","0","0","0","40","99","0","0","0","0","0","112","86","0","0"
"189201000","23","Glacier Erenion","Contains strong glacier power. ","0","0","18031000","18031000","330","341","110","0","3","0","0","65","200","10","40","5000","444495","0","0","0","0","0","40","99","0","0","0","0","0","112","86","0","0"
"189301000","23","Lightning Erenion","Contains strong lightning power. ","0","0","18031000","18031000","330","341","110","0","3","0","0","65","200","10","40","5000","444495","0","0","0","0","0","40","99","0","0","0","0","0","112","86","0","0"
"189401000","23","Ron`s Staff","Magician of Brisbia. Said to have been missing since his battle against manticore. ","0","0","18051001","18051000","330","341","110","0","3","0","0","60","200","10","40","5000","444495","0","0","0","0","0","40","99","0","0","0","0","0","112","86","0","0"
"190010000","22","Priest Mace ","Basic Priest Item","0","0","14061000","14061000","330","341","41","0","0","0","0","4","119","10","50","10000","50","0","0","0","0","0","1","99","0","0","0","0","0","0","0","0","0"
"190050000","22","Priest Mace ","Basic Priest Item","0","0","14041000","14041000","330","341","41","0","0","0","0","4","119","10","50","10000","50","0","0","0","0","0","1","99","0","0","0","0","0","0","0","0","0"
"190210000","11","Priest Maul","","0","0","19021000","19021000","330","341","41","0","0","0","0","12","119","10","50","10000","585","0","0","0","0","0","8","99","0","0","58","0","0","66","0","201","1"
"190250000","11","Priest Morning Star ","","0","0","19025000","19025000","330","341","41","0","0","0","0","12","119","10","50","10000","585","0","0","0","0","0","8","99","0","0","58","0","0","66","0","101","1"
"190410000","11","Priest Mace","","0","0","19041000","19041000","330","341","41","0","0","0","0","21","119","10","50","10000","3566","0","0","0","0","0","15","99","0","0","65","0","0","80","0","201","1"
"190450000","11","Priest Iron Star ","","0","0","19045000","19045000","330","341","41","0","0","0","0","21","119","10","50","10000","3566","0","0","0","0","0","15","99","0","0","65","0","0","80","0","101","1"
"190610000","11","Priest War Hammer","","0","0","19061000","19061000","330","341","41","0","0","0","0","36","119","10","60","10000","32975","0","0","0","0","0","28","99","0","0","78","0","0","106","0","201","1"
"190650000","11","Priest Spike Club ","","0","0","19065000","19065000","330","341","41","0","0","0","0","36","119","10","60","10000","32975","0","0","0","0","0","28","99","0","0","78","0","0","106","0","101","1"
"190710000","11","Priest Breaker","","0","0","14061000","14061000","330","341","41","0","0","0","0","41","119","10","60","10000","75074","0","0","0","0","0","35","99","0","0","85","0","0","120","0","201","1"
"190810000","11","Priest Hacker","","0","0","14021000","14021000","330","341","41","0","0","0","0","49","119","10","60","10000","148410","0","0","0","0","0","42","99","0","0","92","0","0","134","0","0","2"
"190910000","11","Priest Cracker","","0","0","14061000","14061000","330","341","41","0","0","0","0","58","119","10","60","10000","266146","0","0","0","0","0","49","99","0","0","99","0","0","148","0","0","2"
"191010000","11","Priest Bone crasher","","0","0","14021000","14021000","330","341","41","0","0","0","0","66","119","10","60","10000","444456","0","0","0","0","0","56","99","0","0","106","0","0","162","0","0","3"
"191110000","11","Priest Impact ","","0","0","14111000","14111000","330","341","41","0","0","0","0","74","119","10","60","10000","702885","0","0","0","0","12130000","63","99","0","0","113","0","0","176","0","0","3"
"191470000","22","Training Mace","Mace for training priests","0","0","14061000","14061000","330","341","41","0","0","0","4","58","119","10","50","10000","50","0","0","0","0","0","15","99","0","0","0","0","0","0","0","0","0"
"199101000","23","Smite Hammer","Crafted by the monk from the Logos Temple. ","0","0","14021000","14021000","341","41","41","0","0","0","0","92","119","10","70","10000","310158","0","0","0","0","0","40","99","0","0","85","0","0","120","0","0","0"
"201001000","13","Quilted Pauldron","","0","0","20100100","20010121","0","0","210","0","5","0","1","0","100","0","40","4000","560","0","20","0","0","0","1","99","0","0","62","0","0","0","0","202","1"
"201002000","14","Leather Pads","","0","0","20100200","20030122","0","0","210","0","6","0","1","0","100","0","32","4000","336","0","16","0","0","0","-1","99","0","0","58","0","0","0","0","202","1"
"201003000","15","Leather Cap","","0","0","0","20100123","0","0","210","0","7","0","1","0","100","0","24","4000","224","0","12","0","0","0","-3","99","0","0","54","0","0","0","0","202","1"
"201004000","16","Leather Gloves","","0","0","20100400","20030124","0","0","210","0","8","0","1","0","100","0","16","4000","112","0","8","0","0","0","-7","99","0","0","46","0","0","0","0","202","1"
"201005000","17","Leather Shoes","","0","0","20100500","20030125","0","0","210","0","9","0","1","0","100","0","16","4000","112","0","8","0","0","0","-5","99","0","0","50","0","0","0","0","202","1"
"202001000","13","Half Plate Pauldron","","0","0","20200100","20070121","0","0","210","0","5","0","1","0","100","0","80","6000","4500","0","40","0","0","0","20","99","0","0","100","0","0","0","0","202","1"
"202002000","14","Half Plate Pads","","0","0","20200200","20070122","0","0","210","0","6","0","1","0","100","0","64","6000","2700","0","32","0","0","0","18","99","0","0","96","0","0","0","0","202","1"
"202003000","15","Half Plate Helmet","","0","0","0","20200123","0","0","210","0","7","0","1","0","100","0","48","6000","1800","0","24","0","0","0","16","99","0","0","92","0","0","0","0","202","1"
"202004000","16","Half Plate Gauntlet","","0","0","20200400","20070124","0","0","210","0","8","0","1","0","100","0","32","6000","900","0","16","0","0","0","12","99","0","0","84","0","0","0","0","202","1"
"202005000","17","Half Plate Boots","","0","0","20200500","20070125","0","0","210","0","9","0","1","0","100","0","32","6000","900","0","16","0","0","0","14","99","0","0","88","0","0","0","0","202","1"
"202013000","15","Helmet of Destruction","Quest item (Warrior)","1","0","0","91002400","0","0","210","0","7","0","1","0","100","0","48","10000","288000","2","130","0","0","0","1","99","0","0","116","0","0","0","0","0","0"
"203001000","13","Plate Armor Pauldron","","0","0","20300100","20800121","0","0","210","0","5","0","1","0","100","0","120","8000","64000","0","66","0","0","0","32","99","0","0","124","0","0","0","0","202","2"
"203002000","14","Plate Armor Pads","","0","0","20300200","20800122","0","0","210","0","6","0","1","0","100","0","96","8000","38400","0","52","0","0","0","30","99","0","0","120","0","0","0","0","202","2"
"203003000","15","Plate Armor Helmet","","0","0","20300300","20800123","0","0","210","0","7","0","1","0","100","0","72","8000","25600","0","39","0","0","0","28","99","0","0","116","0","0","0","0","202","2"
"203004000","16","Plate Armor Gauntlet","","0","0","20300400","20800124","0","0","210","0","8","0","1","0","100","0","48","8000","12800","0","26","0","0","0","24","99","0","0","108","0","0","0","0","202","2"
"203005000","17","Plate Armor Boots","","0","0","20300500","20800125","0","0","210","0","9","0","1","0","100","0","48","8000","12800","0","26","0","0","0","26","99","0","0","112","0","0","0","0","202","2"
"203011000","13","Armor of Destruction","Quest item (Warrior)","1","0","20200100","91001600","0","0","210","0","5","0","1","0","100","0","80","10000","720000","2","183","0","0","0","1","99","0","0","124","0","0","0","0","0","0"
"203012000","14","Pads of Destruction ","Quest item (Warrior)","1","0","20200200","91003000","0","0","210","0","6","0","1","0","100","0","64","10000","432000","2","149","0","0","0","1","99","0","0","120","0","0","0","0","0","0"
"203014000","16","Gauntlet of Destruction ","Quest item (Warrior)","1","0","20200400","91002800","0","0","210","0","8","0","1","0","100","0","32","10000","144000","2","90","0","0","0","1","99","0","0","108","0","0","0","0","0","0"
"203015000","17","Boots of Destruction","Quest item (Warrior)","1","0","20200500","91003200","0","0","210","0","9","0","1","0","100","0","32","10000","144000","2","90","0","0","0","1","99","0","0","112","0","0","0","0","0","0"
"203021000","13","Talia skin","Quest item (Warrior)","1","0","20400100","20400100","0","0","210","0","5","0","1","0","0","0","1","5000","100000","2","183","0","0","0","1","99","0","0","0","0","0","0","0","0","0"
"204001000","13","Full Plate Armor Pauldron","","0","0","20400100","20400100","0","0","210","0","5","0","1","0","100","0","180","10000","96000","0","95","0","0","0","42","99","0","0","144","82","0","0","0","0","2"
"204002000","14","Full Plate Armor Pads","","0","0","20400200","20400200","0","0","210","0","6","0","1","0","100","0","144","10000","57600","0","76","0","0","0","40","99","0","0","140","80","0","0","0","0","2"
"204003000","15","Full Plate Armor Helmet","","0","0","20400300","20400300","0","0","210","0","7","0","1","0","100","0","108","10000","38400","0","57","0","0","0","38","99","0","0","136","78","0","0","0","0","2"
"204004000","16","Full Plate Armor Gauntlet","","0","0","20400400","20400400","0","0","210","0","8","0","1","0","100","0","72","10000","19200","0","38","0","0","0","34","99","0","0","128","74","0","0","0","0","2"
"204005000","17","Full Plate Armor Boots","","0","0","20400500","20400500","0","0","210","0","9","0","1","0","100","0","72","10000","19200","0","38","0","0","0","36","99","0","0","132","76","0","0","0","0","2"
"205001000","13","Chitin Armor Pauldron","","0","0","20500100","20500100","0","0","210","0","5","0","1","0","100","0","180","12500","144000","0","135","0","0","0","50","99","0","0","160","90","0","0","0","0","3"
"205002000","14","Chitin Armor Pads","","0","0","20500200","20500200","0","0","210","0","6","0","1","0","100","0","144","12500","86400","0","108","0","0","0","48","99","0","0","156","88","0","0","0","0","3"
"205003000","15","Chitin Armor Helmet","","0","0","20500300","20500300","0","0","210","0","7","0","1","0","100","0","108","12500","57600","0","81","0","0","0","46","99","0","0","152","86","0","0","0","0","3"
"205004000","16","Chitin Armor Gauntlet","","0","0","20500400","20500400","0","0","210","0","8","0","1","0","100","0","72","12500","28800","0","54","0","0","0","42","99","0","0","144","82","0","0","0","0","3"
"205005000","17","Chitin Armor Boots","","0","0","20500500","20500500","0","0","210","0","9","0","1","0","100","0","72","12500","28800","0","54","0","0","0","44","99","0","0","148","84","0","0","0","0","3"
"206001000","13","Chitin Shell Pauldron","","0","0","20600100","20600100","0","0","210","0","5","0","6","0","100","0","180","15625","216000","0","149","0","0","0","60","99","0","0","176","94","0","0","0","0","3"
"206002000","14","Chitin Shell Pads","","0","0","20600200","20600200","0","0","210","0","6","0","6","0","100","0","144","15625","129600","0","119","0","0","0","60","99","0","0","172","92","0","0","0","0","3"
"206003000","15","Chitin Shell Helmet","","0","0","20600300","20600300","0","0","210","0","7","0","6","0","100","0","108","15625","86400","0","89","0","0","0","60","99","0","0","168","90","0","0","0","0","3"
"206004000","16","Chitin Shell Gauntlet","","0","0","20600400","20600400","0","0","210","0","8","0","6","0","100","0","72","15625","43200","0","60","0","0","0","60","99","0","0","160","86","0","0","0","0","3"
"206005000","17","Chitin Shell Boots","","0","0","20600500","20600500","0","0","210","0","9","0","6","0","100","0","72","15625","43200","0","60","0","0","0","60","99","0","0","164","88","0","0","0","0","3"
"241001000","13","Rogue Shirt","","0","0","24100100","20010121","0","0","220","0","5","0","2","0","100","0","28","2800","448","0","14","0","0","0","1","99","0","0","0","0","62","0","0","202","1"
"241002000","14","Rogue Pads","","0","0","24100200","20030122","0","0","220","0","6","0","2","0","100","0","22","2800","268","0","11","0","0","0","-1","99","0","0","0","0","58","0","0","202","1"
"241003000","15","Rogue Cap","","0","0","0","24100123","0","0","220","0","7","0","2","0","100","0","16","2800","179","0","8","0","0","0","-3","99","0","0","0","0","54","0","0","202","1"
"241004000","16","Rogue Gloves","","0","0","24100400","20030124","0","0","220","0","8","0","2","0","100","0","11","2800","89","0","5","0","0","0","-7","99","0","0","0","0","46","0","0","202","1"
"241005000","17","Rogue Shoes","","0","0","24100500","20030125","0","0","220","0","9","0","2","0","100","0","11","2800","89","0","5","0","0","0","-5","99","0","0","0","0","50","0","0","202","1"
"242001000","13","Rogue Half Plate Pauldron","","0","0","24200100","20070121","0","0","220","0","5","0","2","0","100","0","56","4200","3600","0","28","0","0","0","20","99","0","0","0","0","100","0","0","202","1"
"242002000","14","Rogue Half Plate Pads","","0","0","24200200","20070122","0","0","220","0","6","0","2","0","100","0","44","4200","2160","0","22","0","0","0","18","99","0","0","0","0","96","0","0","202","1"
"242003000","15","Rogue Helmet","","0","0","0","24200123","0","0","220","0","7","0","2","0","100","0","33","4200","1440","0","16","0","0","0","16","99","0","0","0","0","92","0","0","202","1"
"242004000","16","Rogue Gauntlet","","0","0","24200400","20070124","0","0","220","0","8","0","2","0","100","0","22","4200","720","0","11","0","0","0","12","99","0","0","0","0","84","0","0","202","1"
"242005000","17","Rogue Boots","","0","0","24200500","20070125","0","0","220","0","9","0","2","0","100","0","22","4200","720","0","11","0","0","0","14","99","0","0","0","0","88","0","0","202","1"
"242013000","15","Helmet of Destruction","Quest item (Rogue)","1","0","0","91002400","0","0","220","0","7","0","2","0","100","0","33","10000","288000","2","97","0","0","0","1","99","0","0","0","0","116","0","0","0","0"
"243001000","13","Rogue Plate Armor Pauldron","","0","0","24300100","20800121","0","0","220","0","5","0","2","0","100","0","84","5600","51200","0","46","0","0","0","32","99","0","0","0","0","124","0","0","202","2"
"243002000","14","Rogue Plate Armor Pads","","0","0","24300200","20800122","0","0","220","0","6","0","2","0","100","0","67","5600","30720","0","36","0","0","0","30","99","0","0","0","0","120","0","0","202","2"
"243003000","15","Rogue Plate Helmet","","0","0","24300300","20800123","0","0","220","0","7","0","2","0","100","0","50","5600","20480","0","27","0","0","0","28","99","0","0","0","0","116","0","0","202","2"
"243004000","16","Rogue Plate Gauntlet","","0","0","24300400","20800124","0","0","220","0","8","0","2","0","100","0","33","5600","10240","0","18","0","0","0","24","99","0","0","0","0","108","0","0","202","2"
"243005000","17","Rogue Plate Boots","","0","0","24300500","20800125","0","0","220","0","9","0","2","0","100","0","33","5600","10240","0","18","0","0","0","26","99","0","0","0","0","112","0","0","202","2"
"243011000","13","Armor of Destruction","Quest item (Rogue)","1","0","24200100","91001600","0","0","220","0","5","0","2","0","100","0","56","10000","720000","2","132","0","0","0","1","99","0","0","0","0","124","0","0","0","0"
"243012000","14","Pads of Destruction","Quest item (Rogue)","1","0","24200200","91003000","0","0","220","0","6","0","2","0","100","0","44","10000","432000","2","108","0","0","0","1","99","0","0","0","0","120","0","0","0","0"
"243014000","16","Gauntlet of Destruction ","Quest item (Rogue)","1","0","24200400","91002800","0","0","220","0","8","0","2","0","100","0","22","10000","144000","2","68","0","0","0","1","99","0","0","0","0","108","0","0","0","0"
"243015000","17","Boots of Destruction","Quest item (Rogue)","1","0","24200500","91003200","0","0","220","0","9","0","2","0","100","0","22","10000","144000","2","68","0","0","0","1","99","0","0","0","0","112","0","0","0","0"
"243021000","13","Talia skin","Quest item (Rogue)","1","0","24400100","24400100","0","0","220","0","5","0","2","0","0","0","1","5000","100000","2","132","0","0","0","1","99","0","0","0","0","0","0","0","0","0"
"244001000","13","Rogue Full Plate Armor Pauldron","","0","0","24400100","24400100","0","0","220","0","5","0","2","0","100","0","126","7000","76800","0","66","0","0","0","42","99","0","0","0","82","144","0","0","0","2"
"244002000","14","Rogue Full Plate Armor Pads","","0","0","24400200","24400200","0","0","220","0","6","0","2","0","100","0","100","7000","46080","0","52","0","0","0","40","99","0","0","0","80","140","0","0","0","2"
"244003000","15","Rogue Full Plate Armor Helmet","","0","0","24400300","24400300","0","0","220","0","7","0","2","0","100","0","75","7000","30720","0","39","0","0","0","38","99","0","0","0","78","136","0","0","0","2"
"244004000","16","Rogue Full Plate Armor Gauntlet","","0","0","24400400","24400400","0","0","220","0","8","0","2","0","100","0","49","7000","15360","0","26","0","0","0","34","99","0","0","0","74","128","0","0","0","2"
"244005000","17","Rogue Full Plate Armor Boots","","0","0","24400500","24400500","0","0","220","0","9","0","2","0","100","0","49","7000","15360","0","26","0","0","0","36","99","0","0","0","76","132","0","0","0","2"
"245001000","13","Rogue Chitin Armor Pauldron","","0","0","24500100","24500100","0","0","220","0","5","0","2","0","100","0","126","8750","115200","0","94","0","0","0","50","99","0","0","0","90","160","0","0","0","3"
"245002000","14","Rogue Chitin Armor Pads","","0","0","24500200","24500200","0","0","220","0","6","0","2","0","100","0","100","8750","69120","0","75","0","0","0","48","99","0","0","0","88","156","0","0","0","3"
"245003000","15","Rogue Chitin Armor Helmet","","0","0","24500300","24500300","0","0","220","0","7","0","2","0","100","0","75","8750","46080","0","56","0","0","0","46","99","0","0","0","86","152","0","0","0","3"
"245004000","16","Rogue Chitin Armor Gauntlet","","0","0","24500400","24500400","0","0","220","0","8","0","2","0","100","0","49","8750","23040","0","37","0","0","0","42","99","0","0","0","82","144","0","0","0","3"
"245005000","17","Rogue Chitin Armor Boots","","0","0","24500500","24500500","0","0","220","0","9","0","2","0","100","0","49","8750","23040","0","37","0","0","0","44","99","0","0","0","84","148","0","0","0","3"
"246001000","13","Rogue Chitin Shell Pauldron","","0","0","24600100","24600100","0","0","220","0","5","0","8","0","100","0","126","10938","172800","0","104","0","0","0","60","99","0","0","0","94","176","0","0","0","3"
"246002000","14","Rogue Chitin Shell Pads","","0","0","24600200","24600200","0","0","220","0","6","0","8","0","100","0","100","10938","103680","0","83","0","0","0","60","99","0","0","0","92","172","0","0","0","3"
"246003000","15","Rogue Chitin Shell Helmet","","0","0","24600300","24600300","0","0","220","0","7","0","8","0","100","0","75","10938","69120","0","63","0","0","0","60","99","0","0","0","90","168","0","0","0","3"
"246004000","16","Rogue Chitin Shell Gauntlet","","0","0","24600400","24600400","0","0","220","0","8","0","8","0","100","0","49","10938","34560","0","42","0","0","0","60","99","0","0","0","86","160","0","0","0","3"
"246005000","17","Rogue Chitin Shell Boots","","0","0","24600500","24600500","0","0","220","0","9","0","8","0","100","0","49","10938","34560","0","42","0","0","0","60","99","0","0","0","88","164","0","0","0","3"
"261001000","13","Mage Cotton Robe","","0","0","26100100","26100121","0","0","230","1","5","0","3","0","100","0","20","2000","504","0","12","0","0","0","1","99","0","0","0","0","0","62","51","202","1"
"261002000","14","Mage Cloth Pants","","0","0","26100200","20810122","0","0","230","0","6","0","3","0","100","0","16","2000","302","0","9","0","0","0","-1","99","0","0","0","0","0","58","49","202","1"
"261003000","15","Mage Hat","","0","0","0","26100123","0","0","230","0","7","0","3","0","100","0","12","2000","201","0","7","0","0","0","-3","99","0","0","0","0","0","54","47","202","1"
"261004000","16","Mage Gloves","","0","0","26100400","26100124","0","0","230","0","8","0","3","0","100","0","8","2000","100","0","4","0","0","0","-7","99","0","0","0","0","0","46","43","202","1"
"261005000","17","Mage Shoes","","0","0","26100500","26100125","0","0","230","0","9","0","3","0","100","0","8","2000","100","0","4","0","0","0","-5","99","0","0","0","0","0","50","45","202","1"
"262001000","13","Mage Linen Robe","","0","0","26200100","26200121","0","0","230","1","5","0","3","0","100","0","40","3000","4050","0","24","0","0","0","20","99","0","0","0","0","0","100","70","202","1"
"262002000","14","Mage Linen Pants","","0","0","26200200","20820122","0","0","230","0","6","0","3","0","100","0","32","3000","2430","0","19","0","0","0","18","99","0","0","0","0","0","96","68","202","1"
"262003000","15","Mage Linen Cap","","0","0","0","26200123","0","0","230","0","7","0","3","0","100","0","24","3000","1620","0","14","0","0","0","16","99","0","0","0","0","0","92","66","202","1"
"262004000","16","Mage Leather Gloves","","0","0","26200400","26200124","0","0","230","0","8","0","3","0","100","0","16","3000","810","0","9","0","0","0","12","99","0","0","0","0","0","84","62","202","1"
"262005000","17","Mage Leather Boots","","0","0","26200500","26200125","0","0","230","0","9","0","3","0","100","0","16","3000","810","0","9","0","0","0","14","99","0","0","0","0","0","88","64","202","1"
"262013000","15","Helmet of Destruction","Quest item (Magician)","1","0","0","91002400","0","0","230","0","7","0","3","0","100","0","24","10000","288000","2","87","0","0","0","1","99","0","0","0","0","0","116","0","0","0"
"263001000","13","Mage Silk Robe","","0","0","26300100","26300121","0","0","230","1","5","0","3","0","100","0","60","4000","57600","0","39","0","0","0","32","99","0","0","0","0","0","124","82","202","2"
"263002000","14","Mage Silk Pants","","0","0","26300200","28300122","0","0","230","0","6","0","3","0","100","0","48","4000","34560","0","31","0","0","0","30","99","0","0","0","0","0","120","80","202","2"
"263003000","15","Mage Helmet","","0","0","26300300","26300123","0","0","230","0","7","0","3","0","100","0","36","4000","23040","0","23","0","0","0","28","99","0","0","0","0","0","116","78","202","2"
"263004000","16","Mage Hard Leather Gloves","","0","0","26300400","26300124","0","0","230","0","8","0","3","0","100","0","24","4000","11520","0","15","0","0","0","24","99","0","0","0","0","0","108","74","202","2"
"263005000","17","Mage Hard Leather Boots","","0","0","26300500","26300125","0","0","230","0","9","0","3","0","100","0","24","4000","11520","0","15","0","0","0","26","99","0","0","0","0","0","112","76","202","2"
"263011000","13","Armor of Destruction","Quest item (Magician)","1","0","26200100","91001600","0","0","230","1","5","0","3","0","100","0","40","10000","720000","2","116","0","0","0","1","99","0","0","0","0","0","124","0","0","0"
"263012000","14","Pads of Destruction","Quest item (Magician)","1","0","26200200","91003000","0","0","230","0","6","0","3","0","100","0","32","10000","432000","2","95","0","0","0","1","99","0","0","0","0","0","120","0","0","0"
"263014000","16","Gauntlet of Destruction ","Quest item (Magician)","1","0","26200400","91002800","0","0","230","0","8","0","3","0","100","0","16","10000","144000","2","61","0","0","0","1","99","0","0","0","0","0","108","0","0","0"
"263015000","17","Boots of Destruction","Quest item (Magician)","1","0","26200500","91003200","0","0","230","0","9","0","3","0","100","0","16","10000","144000","2","61","0","0","0","1","99","0","0","0","0","0","112","0","0","0"
"263021000","13","Talia skin","Quest item (Magician)","1","0","26400100","26400100","0","0","230","0","5","0","3","0","0","0","1","5000","100000","2","116","0","0","0","1","99","0","0","0","0","0","0","0","0","0"
"264001000","13","Crystal Robe","","0","0","26400100","26400100","0","0","230","1","5","0","3","0","100","0","90","5000","86400","0","57","0","0","0","42","99","0","0","0","0","0","144","87","0","2"
"264002000","14","Crystal Pants","","0","0","26400200","26400200","0","0","230","0","6","0","3","0","100","0","72","5000","51840","0","45","0","0","0","40","99","0","0","0","0","0","140","85","0","2"
"264003000","15","Crystal Helmet","","0","0","26400300","26400300","0","0","230","0","7","0","3","0","100","0","54","5000","34560","0","34","0","0","0","38","99","0","0","0","0","0","136","83","0","2"
"264004000","16","Crystal Gloves","","0","0","26400400","26400400","0","0","230","0","8","0","3","0","100","0","36","5000","17280","0","22","0","0","0","34","99","0","0","0","0","0","128","79","0","2"
"264005000","17","Crystal Boots","","0","0","26400500","26400500","0","0","230","0","9","0","3","0","100","0","36","5000","17280","0","22","0","0","0","36","99","0","0","0","0","0","132","81","0","2"
"265001000","13","Crimson Robe","","0","0","26500100","26500100","0","0","230","1","5","0","3","0","100","0","90","6250","129600","0","81","0","0","0","50","99","0","0","0","0","0","160","90","0","3"
"265002000","14","Crimson Pants","","0","0","26500200","26500200","0","0","230","0","6","0","3","0","100","0","72","6250","77760","0","64","0","0","0","48","99","0","0","0","0","0","156","88","0","3"
"265003000","15","Crimson Helmet","","0","0","26500300","26500300","0","0","230","0","7","0","3","0","100","0","54","6250","51840","0","48","0","0","0","46","99","0","0","0","0","0","152","86","0","3"
"265004000","16","Crimson Gloves","","0","0","26500400","26500400","0","0","230","0","8","0","3","0","100","0","36","6250","25920","0","32","0","0","0","42","99","0","0","0","0","0","144","82","0","3"
"265005000","17","Crimson Boots","","0","0","26500500","26500500","0","0","230","0","9","0","3","0","100","0","36","6250","25920","0","32","0","0","0","44","99","0","0","0","0","0","148","84","0","3"
"266001000","13","Complete Robe","","0","0","26600100","26600100","0","0","230","1","5","0","10","0","100","0","90","7813","194400","0","89","0","0","0","60","99","0","0","0","0","0","160","106","0","3"
"266002000","14","Complete Pants","","0","0","26600200","26600200","0","0","230","0","6","0","10","0","100","0","72","7813","116640","0","72","0","0","0","60","99","0","0","0","0","0","156","104","0","3"
"266003000","15","Complete Helmet","","0","0","26600300","26600300","0","0","230","0","7","0","10","0","100","0","54","7813","77760","0","54","0","0","0","60","99","0","0","0","0","0","152","102","0","3"
